Observer,Bird_Point,Time,Site,Visit,Date,Wind,Aou_Code,Distance,Detection,Flyover,Sex,Notes
JSC,LE33NE5,821,LE33NE,2,61115,1,RWBL,79,V,,M,
JSC,LE33NE5,821,LE33NE,2,61115,1,BOBO,68,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,SAVS,55,V,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,LCSP,30,S,,,
JSC,GI25SE4,902,GI25SE,2,61115,1,BOBO,30,V,,M,
JSC,GI25SE4,902,GI25SE,2,61115,1,SAVS,40,S,,,
JSC,GI25SE4,902,GI25SE,2,61115,1,SAVS,35,S,,,
JSC,GI25SE4,902,GI25SE,2,61115,1,BOBO,85,V,,M,
JSC,GI25SE4,902,GI25SE,2,61115,1,SEWR,80,S,,,
JSC,GI25SE4,902,GI25SE,2,61115,1,SEWR,75,S,,,
JSC,GI25SE4,902,GI25SE,2,61115,1,CCSP,84,S,,,
JSC,GI25SE4,902,GI25SE,2,61115,1,SAVS,70,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,LCSP,20,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,SAVS,35,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,SEWR,40,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,SEWR,48,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,WEME,80,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,BOBO,62,V,,M,
JSC,GI25SE5,913,GI25SE,2,61115,1,SAVS,43,S,,,
JSC,GI25SE5,913,GI25SE,2,61115,1,BOBO,85,V,,M,
JSC,GI25SE5,913,GI25SE,2,61115,1,RWBL,70,S,,,
JSC,GI25SE1,924,GI25SE,2,61115,1,BOBO,53,V,,M,
JSC,GI25SE1,924,GI25SE,2,61115,1,SAVS,35,S,,,
JSC,GI25SE1,924,GI25SE,2,61115,1,SAVS,44,S,,,
JSC,GI25SE1,924,GI25SE,2,61115,1,SAVS,63,S,,,
JSC,GI25SE1,924,GI25SE,2,61115,1,BOBO,75,V,,M,
JSC,GI25SE1,924,GI25SE,2,61115,1,SEWR,62,S,,,
JSC,GI25SE3,934,GI25SE,2,61115,0,SAVS,30,S,,,
JSC,GI25SE3,934,GI25SE,2,61115,0,SAVS,48,S,,,
JSC,GI25SE3,934,GI25SE,2,61115,0,SAVS,55,S,,,
JSC,GI25SE3,934,GI25SE,2,61115,0,SAVS,60,S,,,
JSC,GI25SE3,934,GI25SE,2,61115,0,BOBO,70,V,,M,
JSC,GI25SE2,944,GI25SE,2,61115,1,BOBO,95,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,SAVS,40,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,SAVS,60,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,NESP,80,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,SEWR,70,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,WEME,85,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,NESP,75,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,BHCO,65,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,BOBO,68,V,,M,
JSC,GI25SE2,944,GI25SE,2,61115,1,BOBO,73,V,,M,
JSC,GI25SE2,944,GI25SE,2,61115,1,COYE,90,S,,,
JSC,GI25SE2,944,GI25SE,2,61115,1,SEWR,60,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,LCSP,15,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,SEWR,65,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,SEWR,70,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,SEWR,40,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,BOBO,75,V,,M,
JSC,BL18NE1,634,BL18NE,2,61115,0,BOBO,80,V,,M,
JSC,BL18NE1,634,BL18NE,2,61115,0,SAVS,35,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,CCSP,48,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,RWBL,90,S,,,
JSC,BL18NE1,634,BL18NE,2,61115,0,SAVS,43,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,LCSP,20,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,SEWR,69,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,SEWR,47,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,SEWR,75,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,SAVS,50,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,SAVS,58,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,COYE,82,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,BOBO,90,V,,M,
JSC,BL18NE4,647,BL18NE,2,61115,0,CCSP,46,S,,,
JSC,BL18NE4,647,BL18NE,2,61115,0,BOBO,83,V,,M,
JSC,BL18NE2,659,BL18NE,2,61115,0,SEWR,70,S,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,SEWR,60,S,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,MAWR,80,S,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,LCSP,36,S,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,SAVS,43,S,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,COYE,50,S,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,SAVS,45,V,,,
JSC,BL18NE2,659,BL18NE,2,61115,0,RWBL,61,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,BOBO,40,V,,M,
JSC,LE31SE2,529,LE31SE,3,61215,0,SAVS,45,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,SEWR,60,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,BOBO,76,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,SAVS,57,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,COYE,78,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,SAVS,62,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,SEWR,74,S,,,
JSC,LE31SE2,529,LE31SE,3,61215,0,RWBL,90,V,,M,
JSC,LE31SE2,529,LE31SE,3,61215,0,RWBL,83,V,,M,
JSC,LE31SE2,529,LE31SE,3,61215,0,BOBO,62,V,,M,
JSC,LE31SE2,529,LE31SE,3,61215,0,SAVS,68,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,BOBO,35,V,,M,
JSC,LE31SE3,538,LE31SE,3,61215,0,SEWR,57,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,SEWR,65,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,SAVS,40,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,SAVS,56,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,SAVS,39,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,BOBO,90,V,,M,
JSC,LE31SE3,538,LE31SE,3,61215,0,COYE,80,S,,,
JSC,LE31SE3,538,LE31SE,3,61215,0,LCSP,35,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,CCSP,30,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,CCSP,38,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,LCSP,39,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,SAVS,44,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,SAVS,35,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,SEWR,42,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,COYE,78,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,BOBO,86,S,,,
JSC,LE31SE1,548,LE31SE,3,61215,0,SEWR,64,S,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,SAVS,30,S,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,SAVS,45,S,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,BOBO,67,V,,M,
JSC,LE20NE3,612,LE20NE,3,61215,0,SAVS,36,V,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,WEME,92,S,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,CCSP,44,S,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,BOBO,75,V,,M,
JSC,LE20NE3,612,LE20NE,3,61215,0,CCSP,50,S,,,
JSC,LE20NE3,612,LE20NE,3,61215,0,WEME,88,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,STGR,45,V,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,BOBO,32,V,,M,
JSC,LE20NE2,621,LE20NE,3,61215,0,BOBO,67,V,,M,
JSC,LE20NE2,621,LE20NE,3,61215,0,SAVS,45,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,SAVS,57,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,SAVS,58,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,WEME,77,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,CCSP,42,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,CCSP,74,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,SAVS,15,S,,,
JSC,LE20NE2,621,LE20NE,3,61215,0,WEME,69,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,MAWR,59,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,CCSP,51,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,SEWR,48,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,COYE,57,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,WEME,87,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,LCSP,29,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,SAVS,35,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,SAVS,40,S,,,
JSC,LE20NE1,630,LE20NE,3,61215,0,SAVS,49,V,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,SEWR,35,S,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,SAVS,38,V,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,SAVS,45,S,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,BOBO,90,V,,M,
JSC,LE14SW5,652,LE14SW,3,61215,0,BOBO,88,S,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,LCSP,52,V,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,COYE,68,S,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,LCSP,20,S,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,CCSP,47,S,,,
JSC,LE14SW5,652,LE14SW,3,61215,0,SAVS,35,S,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,BHCO,15,V,,M,
JSC,LE14SW1,702,LE14SW,3,61215,0,BHCO,15,V,,M,
JSC,LE14SW1,702,LE14SW,3,61215,0,BHCO,15,V,,M,
JSC,LE14SW1,702,LE14SW,3,61215,0,SAVS,15,V,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,NESP,92,S,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,SAVS,40,S,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,COYE,80,S,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,BOBO,75,V,,M,
JSC,LE14SW1,702,LE14SW,3,61215,0,SAVS,60,V,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,SAVS,15,V,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,SAVS,45,V,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,CCSP,57,S,,,
JSC,LE14SW1,702,LE14SW,3,61215,0,LCSP,20,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,BOBO,78,V,,M,
JSC,LE14SW2,712,LE14SW,3,61215,0,CCSP,56,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,SAVS,45,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,SAVS,63,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,SAVS,60,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,CCSP,40,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,WEME,80,S,,,
JSC,LE14SW2,712,LE14SW,3,61215,0,BOBO,65,S,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,RWBL,80,V,,M,
JSC,LE14SW4,721,LE14SW,3,61215,0,BOBO,69,V,,M,
JSC,LE14SW4,721,LE14SW,3,61215,0,SAVS,35,S,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,SAVS,46,S,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,SEWR,60,S,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,RWBL,84,S,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,COYE,80,S,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,SAVS,64,V,,,
JSC,LE14SW4,721,LE14SW,3,61215,0,CCSP,70,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,CCSP,32,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,CCSP,40,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,SEWR,49,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,WIFL,80,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,SEWR,57,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,COYE,80,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,SAVS,39,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,SAVS,45,S,,,
JSC,LE24SW1,744,LE24SW,3,61215,0,BOBO,87,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,COYE,37,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,COYE,45,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,CCSP,40,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,SAVS,48,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,SEWR,40,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,SEWR,55,S,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,SAVS,52,V,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,SAVS,20,V,,,
JSC,LE24SW2,754,LE24SW,3,61215,1,SAVS,57,V,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,EAKI,35,V,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,CCSP,35,V,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,SAVS,50,V,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,SEWR,48,S,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,SEWR,67,S,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,SEWR,75,S,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,WISN,80,S,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,BOBO,64,V,,M,
JSC,LE24SW3,804,LE24SW,3,61215,1,RWBL,50,S,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,COYE,73,S,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,SAVS,64,V,,,
JSC,LE24SW3,804,LE24SW,3,61215,1,SAVS,64,V,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,GRSP,45,S,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,SAVS,55,V,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,SAVS,60,S,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,RWBL,50,V,,M,
JSC,OA22NE1,828,OA22NE,3,61515,2,SEWR,68,S,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,GRSP,55,S,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,SAVS,64,S,,,
JSC,OA22NE1,828,OA22NE,3,61515,2,COYE,75,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,BOBO,92,V,,M,
JSC,OA22NE2,839,OA22NE,3,61515,2,KILL,90,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,CCSP,38,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,GRSP,30,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,SAVS,40,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,WEME,78,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,GRSP,47,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,SAVS,53,S,,,
JSC,OA22NE2,839,OA22NE,3,61515,2,WEME,90,V,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,SAVS,35,S,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,WEME,90,S,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,WEME,65,S,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,RWBL,69,V,,M,
JSC,OA22NE3,849,OA22NE,3,61515,2,SAVS,53,S,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,SAVS,67,S,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,CCSP,60,S,,,
JSC,OA22NE3,849,OA22NE,3,61515,2,GRSP,32,S,,,
JSC,OA22NE4,859,OA22NE,3,61515,2,GRSP,37,S,,,
JSC,OA22NE4,859,OA22NE,3,61515,2,BOBO,78,V,,M,
JSC,OA22NE4,859,OA22NE,3,61515,2,SAVS,49,S,,,
JSC,OA22NE4,859,OA22NE,3,61515,2,SAVS,57,S,,,
JSC,OA22NE4,859,OA22NE,3,61515,2,WEME,90,V,,,
JSC,OA22NE4,859,OA22NE,3,61515,2,EAKI,85,V,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,CCSP,59,V,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,SAVS,65,S,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,SAVS,40,S,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,BOBO,85,S,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,BHCO,75,S,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,GRSP,28,S,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,WEME,84,S,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,EAKI,90,V,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,BOBO,70,V,,M,
JSC,OA22NE5,910,OA22NE,3,61515,3,CCSP,20,V,,,
JSC,OA22NE5,910,OA22NE,3,61515,3,CCSP,42,V,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,BOBO,50,V,,M,
JSC,RY11NW1,528,RY11NW,3,61615,0,BOBO,90,V,,M,
JSC,RY11NW1,528,RY11NW,3,61615,0,SEWR,57,S,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,SEWR,64,S,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,SAVS,45,S,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,WEME,70,S,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,SAVS,40,S,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,COYE,60,S,,,
JSC,RY11NW1,528,RY11NW,3,61615,0,RWBL,68,V,,M,
JSC,RY11NW1,528,RY11NW,3,61615,0,SAVS,60,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,SAVS,35,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,SAVS,50,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,CCSP,42,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,CCSP,48,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,BHCO,64,V,,M,
JSC,RY11NW5,539,RY11NW,3,61615,0,BHCO,64,V,,M,
JSC,RY11NW5,539,RY11NW,3,61615,0,BHCO,64,V,,M,
JSC,RY11NW5,539,RY11NW,3,61615,0,SEWR,60,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,SAVS,47,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,CCSP,66,S,,,
JSC,RY11NW5,539,RY11NW,3,61615,0,COYE,75,S,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,SAVS,10,V,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,BOBO,69,V,,M,
JSC,FE27NE1,604,FE27NE,3,61615,0,RWBL,57,V,,M,
JSC,FE27NE1,604,FE27NE,3,61615,0,SEWR,65,S,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,RWBL,75,V,,M,
JSC,FE27NE1,604,FE27NE,3,61615,0,SAVS,40,S,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,SEWR,68,S,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,COYE,64,S,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,BOBO,70,V,,M,
JSC,FE27NE1,604,FE27NE,3,61615,0,KILL,90,S,,,
JSC,FE27NE1,604,FE27NE,3,61615,0,RWBL,60,V,,M,
JSC,FE27NE1,604,FE27NE,3,61615,0,MAWR,75,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,SEWR,48,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,SEWR,40,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,COYE,70,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,SEWR,55,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,SAVS,45,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,CCSP,60,S,,,
JSC,FE27NE2,617,FE27NE,3,61615,0,SAVS,34,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,BOBO,57,V,,M,
JSC,FE27NE4,628,FE27NE,3,61615,0,SEWR,42,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,RWBL,70,V,,M,
JSC,FE27NE4,628,FE27NE,3,61615,0,RWBL,78,V,,M,
JSC,FE27NE4,628,FE27NE,3,61615,0,SAVS,54,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,SAVS,39,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,SEWR,64,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,CCSP,68,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,SAVS,69,S,,,
JSC,FE27NE4,628,FE27NE,3,61615,0,COYE,80,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,SEWR,45,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,SAVS,20,V,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,SAVS,28,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,SAVS,38,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,SAVS,45,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,SAVS,57,V,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,RWBL,90,V,,M,
JSC,FE27NE3,638,FE27NE,3,61615,0,SEWR,70,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,CCSP,65,S,,,
JSC,FE27NE3,638,FE27NE,3,61615,0,BOBO,20,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,RWBL,60,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,BOBO,80,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,BOBO,65,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,BHCO,52,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,SEWR,40,S,,,
JSC,FE27NE5,648,FE27NE,3,61615,0,SEWR,57,S,,,
JSC,FE27NE5,648,FE27NE,3,61615,0,SAVS,38,V,,,
JSC,FE27NE5,648,FE27NE,3,61615,0,SAVS,49,V,,,
JSC,FE27NE5,648,FE27NE,3,61615,0,SAVS,53,S,,,
JSC,FE27NE5,648,FE27NE,3,61615,0,CCSP,49,S,,,
JSC,FE27NE5,648,FE27NE,3,61615,0,BOBO,68,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,AMGO,50,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,RWBL,50,V,,M,
JSC,FE27NE5,648,FE27NE,3,61615,0,RWBL,70,S,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,COYE,78,S,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,RWBL,70,S,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,SAVS,52,V,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,COYE,63,S,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,SAVS,25,V,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,SAVS,20,V,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,RWBL,68,S,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,RWBL,90,V,,M,
JSC,FE17NW4,718,FE17NW,3,61615,0,SAVS,75,S,,,
JSC,FE17NW4,718,FE17NW,3,61615,0,CCSP,60,S,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,BOBO,40,V,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,SAVS,25,S,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,SAVS,36,S,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,SAVS,30,V,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,SAVS,40,S,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,WEME,90,S,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,SAVS,64,V,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,RWBL,80,S,,,
JSC,FE17NW3,727,FE17NW,3,61615,1,BOBO,80,V,,M,
JSC,FE17NW3,727,FE17NW,3,61615,1,BOBO,90,V,,M,
JSC,FE17NW1,737,FE17NW,3,61615,0,RWBL,38,V,,M,
JSC,FE17NW1,737,FE17NW,3,61615,0,RWBL,25,V,,M,
JSC,FE17NW1,737,FE17NW,3,61615,0,SEWR,62,S,,,
JSC,FE17NW1,737,FE17NW,3,61615,0,SAVS,69,V,,,
JSC,FE17NW1,737,FE17NW,3,61615,0,SAVS,55,V,,,
JSC,FE17NW1,737,FE17NW,3,61615,0,SAVS,55,V,,,
JSC,FE17NW1,737,FE17NW,3,61615,0,SAVS,55,V,,,
JSC,FE17NW1,737,FE17NW,3,61615,0,RWBL,85,V,,M,
JSC,FE17NW1,737,FE17NW,3,61615,0,CCSP,40,S,,,
JSC,FE17NW1,737,FE17NW,3,61615,0,BOBO,90,V,,M,
JSC,FE17NW1,737,FE17NW,3,61615,0,BOBO,64,V,,M,
JSC,LA16NW2,801,LA16NW,3,61615,1,SAVS,40,S,,,
JSC,LA16NW2,801,LA16NW,3,61615,1,SAVS,30,S,,,
JSC,LA16NW2,801,LA16NW,3,61615,1,WEME,80,S,,,
JSC,LA16NW2,801,LA16NW,3,61615,1,RWBL,55,V,,M,
JSC,LA16NW2,801,LA16NW,3,61615,1,SEWR,60,S,,,
JSC,LA16NW2,801,LA16NW,3,61615,1,SEWR,40,S,,,
JSC,LA16NW2,801,LA16NW,3,61615,1,SAVS,47,S,,,
JSC,LA16NW2,801,LA16NW,3,61615,1,NESP,35,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,SAVS,57,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,SAVS,50,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,WEME,80,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,RWBL,90,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,SAVS,40,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,SEWR,48,S,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,SAVS,30,V,,,
JSC,LA16NW1,811,LA16NW,3,61615,1,BOBO,50,V,,M,
JSC,LA16NW3,831,LA16NW,3,61615,2,SAVS,15,V,,,
JSC,LA16NW3,831,LA16NW,3,61615,2,SAVS,63,S,,,
